ID,SIRUTA,codLMI,judetul,UAT,localitatea,tip,cult,gen,denumirea,datarea,utilizarea curentă,parohia,protopopiatul,(arhi)episcopia,mitropolia,patriarhia,descrierea,note,starea de conservare,longitudine,latitudine
16147,150999,SV-II-m-A-05672,Suceava,Comuna Vatra Moldoviței,Vatra Moldoviței,biserică,ortodox,F,"Ruinele Bisericii ""Buna Vestire""",1409,,Parohia Vatra Moldoviței,,Arhiepiscopia Sucevei și Rădăuților,,,,,ruine,,
3130,49830,BZ-II-m-B-02357,Buzău,Comuna Topliceni,Răducești,biserică,ortodox,F,"Ruinele Bisericii ""Înălțarea Domnului""",sec. XVII,lăcaș de cult parohial,Parohia Răducești,,Arhiepiscopia Buzăului și Vrancei,Mitropolia Munteniei și Dobrogei,,"Din fosta mănăstire Băbeni , județul Buzău (fost Râmnicu Sărat – Slam Râmnic), a rămas doar biserica “Înălțarea Domnului” (construită de Negoiță, fiul lui Necula căpitan Dedulescu și de Matei Bagdat căpitanul, înainte de 1682 ; zugrăvită de Ioniță Dedulescu și Nectarie arhimandritul, la 1703, reparată în secolele XIX și XX; fostă metoh la Ianina).",,ruine,,
2986,43572,BR-II-m-A-02136,Brăila,Comuna Măxineni,Măxineni,biserică,ortodox,F,"Ruinele Bisericii ""Nașterea Sf. Ioan Botezătorul""","1636-1637, refăcută în 1859",,Parohia Măxineni,Protoieria Brăila,Arhiepiscopia Dunării de Jos,Mitropolia Munteniei și Dobrogei,,,,ruine,,
9115,13631,AG-II-s-A-13645,Argeș,Municipiul Curtea de Argeș,Curtea de Argeș,biserică,ortodox,F,"Ruinele Bisericii ""Sân Nicoară""",sec. XIII-XVI,istorică; culturală; turistică,,,,,,,,,,
18786,72114,DJ-II-m-B-08226,Dolj,Comuna Dobrești,Căciulătești,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Dimitrie""",sec. XVII,,,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,identic cu 17B0309 ?,ruine,,
33313,132958,PH-II-m-B-16553,Prahova,Comuna Drajna de Sus,Ogretin,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Dumitru"",""Sf. Paraschiva""",1817,,"Parohia ,,Sf. Dumitru Ogretin""",Protoieria Urlați,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,,,,ruine,,
17210,81745,GJ-II-m-B-09450,Gorj,Samarinești,Valea Poienii,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Gheorghe""",1823,ruine,Parohia Valea Poienii,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,ruine,,
16980,78766,GJ-II-m-B-09217,Gorj,Comuna Bălănești,Bălănești,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Grigore Teologul""",1841,,Parohia Viezuri,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,ruine,,
22737,128720,OT-II-m-B-09015,Olt,Orașul Scornicești,Scornicești,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Haralambie""",1818,,Parohia Constantinești,"Protoieria Slatina I Sud, Cod Fiscal: 5342950, Adresa: Str. Lipscani, Nr.26, Tel/Fax: 0249-421660, 0733504013, Protoiereu Pc Pr. Marian Mazilu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,ruine,,
17175,82449,GJ-II-m-B-20269,Gorj,Comuna Tismana,Tismana,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Ilie""",1714,biserică,,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,ruine,,
2375,173007,VL-II-m-B-09909,Vâlcea,Comuna Sinești,Sinești,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Nicolae""",1738,ruine,Parohia Ganea-Sinești,,Episcopia Râmnicului,Mitropolia Olteniei,,,,,,
3725,152573,TR-II-m-B-14315,Teleorman,Comuna Conțești,Conțești,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Nicolae""",1802,,,,,,,,,renovată,,
16073,148060,SV-II-m-B-05591,Suceava,Comuna Dolhasca,Probota,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Nicolae""",1391,,,,Arhiepiscopia Sucevei și Rădăuților,,,,,ruine,,
16964,78481,GJ-II-m-B-09205,Gorj,Comuna Albeni,Albeni,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Nicolae""",ante 1730,,,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,ruine,,
18935,73219,DJ-II-m-B-08373,Dolj,Comuna Melinești,Spineni,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Nicolae""",1785-1786,,,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,ruine,,
19699,102990,CL-II-m-B-14708,Călărași,Comuna Frumușani,Pițigaia,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Nicolae""",1796,,Parohia Pițigaia,Protoieria Oltenița,Episcopia Sloboziei și Călărașilor,Mitropolia Munteniei și Dobrogei,,,,ruine,,
22976,129326,OT-II-m-B-08959,Olt,Comuna Tătulești,Tătulești,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Nicolae""",1835,biserică,Parohia Tătulești,"Protoieria Slatina I Sud, Cod Fiscal: 5342950, Adresa: Str. Lipscani, Nr.26, Tel/Fax: 0249-421660, 0733504013, Protoiereu Pc Pr. Marian Mazilu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,ruine,,
22884,128720,OT-II-m-B-09017,Olt,Orașul Scornicești,Scornicești,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Nicolae""",1871,,Parohia Negreni,"Protoieria Slatina I Sud, Cod Fiscal: 5342950, Adresa: Str. Lipscani, Nr.26, Tel/Fax: 0249-421660, 0733504013, Protoiereu Pc Pr. Marian Mazilu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,ruine,,
33161,130696,PH-II-m-B-16571,Prahova,Comuna Blejoi,Ploieștiori,biserică,ortodox,F,"Ruinele Bisericii ""Sf. Visarion""",sec. XVII-XVIII,ruine,Primăria Blejoi,Protoieria Urlați,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,,,,,,
3128,49821,BZ-II-m-B-02446,Buzău,Comuna Topliceni,Poșta,biserică,ortodox,F,"Ruinele Bisericii ""Sfântul Ioan Damaschin""",sec. XVII,,Parohia Poșta,,Arhiepiscopia Buzăului și Vrancei,Mitropolia Munteniei și Dobrogei,,,,ruine,,
18921,74000,DJ-II-m-B-08254,Dolj,Comuna Sadova,Sadova,biserică,ortodox,F,"Ruinele Bisericii ""Sfinții Apostoli""",1790,,Parohia Damian-Sadova,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,ruine,,
10031,123683,NT-I-s-B-10528,Neamț,Comuna Podoleni,Podoleni,biserică,ortodox,F,"Ruinele Bisericii ""Sfinții Arhangheli""","1653-1658, ruinată 1871",,,,,,,,,,,
2385,173720,VL-II-m-B-09916,Vâlcea,Comuna Șirineasa,Slăvitești,biserică,ortodox,F,"Ruinele Bisericii ""Sfinții Voievozi""",1740-1750,,Parohia Slăvitești,,Episcopia Râmnicului,Mitropolia Olteniei,,,,,,
18744,73380,DJ-II-m-B-08183,Dolj,Comuna Balota de Jos,Balota de Jos,biserică,ortodox,F,"Ruinele Bisericii ""Sfinții Voievozi""",1851,,,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,ruine,,
4106,162112,VS-II-m-A-06856,Vaslui,Comuna Alexandru Vlahuță,Mânzați,biserică,ortodox,F,"Ruinele Bisericii ""Tăierea Capului Sf. Ioan Botezătorul""",1761; restaurată 1910; ruinată după 1940,,Parohia Mânzati - RăzesI,Protoieria Bârlad,Episcopia Hușilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,"stare ruină - cf. Referatului Muzeului ""Ștefan cel Mare"" nr. 698 / 21.07.2000",medie,,
10106,96487,IS-II-m-A-04136,Iași,Comuna Cotnari,Cotnari,biserică,romano-catolic,F,"Ruinele Bisericii Catolice ""Sf. Leonard""",1569,,Parohia Cotnari,,,,,,,,,
619,17389,AG-I-m-A-13379,Argeș,Comuna Mățău,Suslănești,biserică,ortodox,F,Ruinele Bisericii de la Suslănești,sec. XV,sit arheologic,Consiliul Local Mioarele,,,,,,,ruine,,
630,17600,AG-I-s-B-13389,Argeș,Comuna Mozăceni,Zidurile,biserică,ortodox,F,Ruinele bisericii de la Ziduri,sec. XVI,,Consiliul Local Mozăceni,,,,,,,ruine,,
4044,165087,VS-II-m-B-06788,Vaslui,Comuna Oltenești,Curteni,biserică de lemn,ortodox,F,"Ruinele Bisericii de lemn ""Sfinții Voievozi"" a fostului Schit Curteni","1817; reparații 1886, 1928; dezafectare sec. XX",,Parohia Budesti - Cretesti,,Episcopia Hușilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,"starea monumentului - cf. referatului Muzeului Județean ""Ștefan cel Mare"" nr. 694 și OPCN nr. 425 / 21.07.2000 - starea de ruină",ruină,,
604,15162,AG-I-s-B-13364,Argeș,Comuna Călinești,Gorganu,biserică de lemn,ortodox,F,Ruinele Bisericii de lemn din Gorganu,sec. XVII-XVIII,,Consiliul Local Călinesti,,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,,
606,16917,AG-I-s-A-13366,Argeș,Comuna Lerești,Lerești,biserică,ortodox,F,Ruinele Bisericii din Lerești,sec. XV,ruine,Consiliul Local Leresti,,,,,,,,,
612,17897,AG-I-m-A-13373,Argeș,Comuna Pietroșani,Retevoiești,biserică,ortodox,F,Ruinele Bisericii din Retevoiești,sec. XV-XVI,sit arheologic,Consiliul Local Pietrosani,,,,,,,ruine,,
17365,102918,GR-II-m-B-14991,Giurgiu,Comuna Frătești,Frătești,biserică,ortodox,F,Ruinele Bisericii din Siliște,,,Parohia Frătești,"Protoieria Giurgiu, str. Grasse, 4, Giurgiu, jud. Giurgiu. Episcopia Giurgiului, str. Portului 13, Municipiul Giurgiu, județul Giurgiu.",Episcopia Giurgiului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,ruine,,
3689,152546,TR-II-m-A-14274,Teleorman,Comuna Ciolănești,Baldovinești,biserică,ortodox,F,Ruinele Bisericii fostei Mănăstiri Ciolănești,sec. XVII,,,,,,,,,,,
16053,149389,SV-II-m-A-05569,Suceava,Comuna Mănăstirea Humorului,Mănăstirea Humorului,biserică,ortodox,F,Ruinele Bisericii Humorul Vechi,sec. XV,,,,,,,,,ruine,,
33693,130927,PH-II-m-A-16775,Prahova,Comuna Strejnicu,Târgșoru Vechi,biserică,ortodox,F,Ruinele Bisericii lui Mihnea Turcitul,înc. sec. XVII,"ruine, rezervație arheologică",Primăria Târgșoru Vechi,Protoieria Ploiești,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,,,,,,
12684,93655,IL-I-m-A-14051.01,Ialomița,Comuna Giurgeni,Giurgeni,biserică,ortodox,F,Ruinele Bisericii nr. 1,sec. XVI-XVIII,,Parohia Giurgeni,Protoieria Oltenița,,,,,,ruine,,
3562,87594,HD-II-m-A-03368,Hunedoara,Orașul Hațeg,Nălațvad,biserică,ortodox,F,Ruinele Bisericii Românești,sec. XVI,,Parohia Ortodoxă Română Hațeg,Protopopiatul Hațeg,Episcopia Aradului,Mitropolia Banatului,Patriarhia Română,"Biserica a avut mai multe stadii de construcție. Prima biserica a apărut în sec. XIV si a fost o biserică de lemn. Si următoarele faze ale bisericii au fost tot construcții de lemn. Primele două construcții au fost ridicate de nobili români din zona Hațegulșui. Ultima construcție care a durat până la 1925 (1939) a fost ridicată prin efortul obștii țăranilor la sf. de sec. XVII, început de XVIII.",,ruine,,
3613,90734,HD-II-m-A-03425,Hunedoara,Comuna Răchitova,Răchitova,biserică,ortodox,F,"Ruinele Bisericii Românești ""Înălțarea Domnului""",sec. XV-XVI,,Parohia Ortodoxă Română Răchitova,,,,,Biserica românească cu hramul “Înălțarea Domnului”a fost ridicată in sec. XV-XVI de către familia cneazului Mușină si si-a incheiat existenta in ultimul sfert al sec. XIX(1870-1900). Biserica noua a fost construită la 1888 si sfințită in 1901.,,ruine,,
12272,64201,CV-I-s-A-13055,Covasna,Comuna Cernat,Cernat,biserică,romano-catolic,F,Ruinele Bisericii Romanice,sec. XIII,,,,,,,,,ruine,,
33692,130927,PH-II-m-A-16774,Prahova,Comuna Strejnicu,Târgșoru Vechi,biserică,ortodox,F,Ruinele Bisericii Roșii,1578-1579,"ruine, rezervație arheologică",Primăria Târgșoru Vechi,Protoieria Ploiești,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,,Biserica Roșie a fost ridicată de Mihnea Turcitul și de doamna Ecaterina mama sa “la leatul 7087” (1578-1579).,,,,
33201,132495,PH-II-m-A-16388,Prahova,Comuna Cărbunești,Cărbunești,biserică,ortodox,F,Ruinele bisericii vechi (altarul),sec. XVIII,ruine,Parohia Cărbunesti,Protoieria Urlați,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,,"Biserica ridicată în secolul XVIII, are altarul cu tâmpla policromă din zidărie - prăbusit la cutremurul din 1990 - într-o constructie de protectie.",lista 1967-1982,,,
3891,154656,TR-II-m-B-14464,Teleorman,Comuna Tătărăștii de Jos,Slăvești,biserică,ortodox,F,Ruinele Bisericii Zlătești,sf. sec. XVIII,,,,,,,,,ruine,,
597,15411,AG-I-a-A-13359,Argeș,Comuna Cetățeni,Cetățeni,biserică,ortodox,F,Ruinele Bisericilor de la Cetățeni - platoul de lângă râu,sec. XIII-XIV,monument arheologic,Consiliul Local Cetăteni,,,,,,,,,
4975,146913,SV-II-m-A-05488,Suceava,Comuna Baia,Baia,catedrală,catolic,F,"Ruinele catedralei catolice ""Sf. Fecioară""",1410,,,,Episcopia romano-catolică Iași,Biserica Romano-Catolică din România,,"Catedrala Catolică din Baia a fost cea mai mare construcție catolică din Moldova, în stil gotic, ridicată în anul 1410 din porunca domnitorului Alexandru cel Bun. Biserica fusese închinată de Alexandru cel Bun soției sale Margareta, catolică de origine poloneză. Ruinele bisericii ""Sf. Fecioară"" din Baia au fost incluse pe Lista monumentelor istorice 2004, având codul de clasificare SV-II-m-A-05488. Ruinată încă din secolul al XVIII-lea, Catedrala Catolică din Baia a început să fie distrusă imediat după cel de-al doilea război mondial. În prezent, Catedrala Catolică din Baia se află în stadiul de ruină, păstrându-se o parte din turnul unic din fațada vestică și rămășițe de ziduri și ancadramente gotice. Raportul Comisiei Prezidențiale pentru Patrimoniul Construit, Siturile Istorice și Naturale din septembrie 2009 se referă și el la situația Catedralei catolice din Baia: ""Biserica supraviețuiește prin ruinele zidurilor în care se mai pot vedea urme ale frumoaselor ancadramente din piatră, ale deschiderilor în arc frânt, ale câtorva ferestre și fragmente decontraforți. Fiind abandonate, ruinele acestui edificiu cândva monumental, vor continua să se degradeze și se va pierde șansa conservării unei amprente esențiale a mediului istoric atât de sensibil al zonei, prin a cărui conservare și punere în valoare comunitatea locală, îmbogățind-și imaginea de purtătoare a diversității culturale, ar avea mult de câștigat.""",,ruine,,
18786,72114,DJ-II-m-B-08226,Dolj,Comuna Dobrești,Căciulătești,schit,ortodox,M,Ruinele fostului Schit Zdralea,sec. XV - XVI,,,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,ruine,,
8875,179196,B-I-s-A-17884,București,Municipiul București,București Sectorul 6,mănăstire,ortodox,F,Ruinele Mănăstirii Chiajna,sec. XVIII,,,,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,monument,,26.01085,44.47499
10264,149110,SV-I-s-B-05417,Suceava,Comuna Horodnic de Jos,Horodnic de Jos,mănăstire,ortodox,F,Ruinele Mănăstirii Horodnic,sec. XIV-XV,,Parohia Schit Călugărița I,Protopopiatul Rădăuți,Arhiepiscopia Sucevei și a Rădăuților,Mitropolia Moldovei și Bucovinei,,,,ruine,,
16299,36319,BT-II-m-A-01948,Botoșani,Comuna Bălușeni,Bălușeni,schit,ortodox,M,"Schitul ""Adormirea Maicii Domnului"" Zosin",1776,schit,Mănăstirea Zosin,Protopopiatul Botoșani,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,"Schitul Zosin are în componență biserica din bârne acoperite cu pamânt, cu hramul Adormirea Maicii Domnului. Are ca ctitor pe Tudorache Bașotă Șătrar în anul 1776.",propus pentru scoaterea din listă,Modificări succesive ulterioare,,
2206,173775,VL-II-m-A-09745,Vâlcea,Comuna Ștefănești,Dobrușa,schit,ortodox,M,"Schitul ""Intrarea în biserică a Maicii Domnului"" Dobrușa",înc. sec. XVI,,Parohia Schitului Dobrușa,,Arhiepiscopia Râmnicului,Mitropolia Olteniei,,"Schitul este situat în satul Dobrușa, judetul Vâlcea, la 15 km de orașul Drăgășani. Schitul Dobrușa este monument istoric, fiind atestat documentar din anii 1500-1520, cand se face pomenire despre daniile lui jupan Radu, jupan Badea, paharnic și jupânița Vlădoaia, către această mănăstire. Lângă schit s-a ridicat o casă, iar in jur s-au plantat soiuri de vită de vie, folosite pentru vinul liturgic. A fost închis din cauza ruinării între 1907-1908 refăcută prin grija comunității între 1926-1937, când a fost redeschisă și redată cultului. A fost restaurat între anii 1956-1958, 1962. Este schit de călugări, are viață de obște și 10 locuri de cazare pentru pelerini.",,,,
17174,82449,GJ-II-m-A-09414,Gorj,Comuna Tismana,Tismana,schit,ortodox,M,"Schitul ""Schimbarea la Față și Sfantul Prooroc Ilie Tesviteanul""",1715,schit,Parohia Schit Cioclovina,,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,"Schitul Cioclovina de Sus este unul dintre cele doua schituri aflate putin mai sus de Manastirea Tismana, comuna Tismana, judetul Gorj. Din cele mai vechi timpuri ale crestinismului, unii calugari traiau in manastiri, cenobitice, cu viata de obste, altii insa, pentru mai multa zdrobire a vrajmasului mantuirii si pentru o mai mare curatie a sufletului, se retrageau in pustietatile cele mai adanci, unde traiau in singuratate prin pesteri, si in lipsurile cele mai grozave, aproape ca fiarele salbatice.    Astfel de eremiti sau pustnici se aflau si-n marile paduri ale Tismenii. Paul de Alep ii mentioneaza in descrierea sa, zicand: „Pe dealurile inconjuratoare vietuiesc mai multi calugari piosi, cari vin la biserica in anumite timpuri ca sa primeasca Sfintele Taine. Vestindu-li-se sosirea Patriarhului Macarie, ei alergara la el ca sa primeasca iertarea pacatelor."" Aceste retrageri de bunavoie in locuri mai pustii mai departate de zgomotul lumii, dadeau nastere la intemeiere de schituri, mai ales cand eremitul era vestit prin fapte bune.    Manastirea Sfantului Nicodim, ca izovr al unui monahism autentic, isihast si pustnicesc, a izvorat o serie de mari nevoitori si tainice schituri. Unele schituri au provenit din roirea calugarilor care, in cautare de locuri pustii, prielnice sihastriei, paraseau incinta manastirii si-si formau chilii izolate, precum sunt cele doua Schituri de pe masivul Cioclovina. Alte schituri au luat nastere ca urmare a evlaviei boierilor vremii, care au fost ulterior inchinate Manastirii Tismana: Gura Motrului, Cerneti, Topolnita, Valea cu Apa. Unele dintre ele au ajuns, mai apoi, mari manastiri.                Odinioara, aici erau ingrijiti cei bolnavi de ciuma; ingrijitorii acestora, numiti ""ciocli"", au dat numele intregii zone. O alta erminie a numelui locului este aceea care intemeiaza cuvantul pe doua cuvinte de origine turceasca, imprumutate insa de calugarii sarbi din aceasta zona: ""cioc"", care inseamna ""mult"", si ""lovina"", care inseamna ""vanat"", prin urmare ar insemna ""mult vanat, multe animale"".    Muntele Cioclovina se afla pe sine lacas neincetatelor rugaciuni ale unor suflete sihastre. Pe la inceputul secolului al XVIII-lea, din cauza razboaielor dintre turci si austrieci, pustiindu-se Manastirea Tismana, calugarii s-au risipit fiecare incotro a putut. Unii calugari fiind sarbi au trecut in tara lor, iar calugarii romani s-au afundat in padurile adanci ale muntilor Cioclovinei. Cele doua schituri de aici, care au constituit cetatea de rezistenta a pandurilor lui Tudor Vladimirescu, se afla intr-o zona greu accesibila, dar deosebit de pitoreasca.           Din apropierea Manastirii Tismana este intru totul de pretuit un urcus pana la schiturile de pe Cioclovina. Odata pornind la drum, prima sihastrie a Manastirii Tismana, Schitul Cioclovina de Jos, isi asteapta deja rugatorii. Dupa aproximtativ 4-5 kilometri de mers pe cararile racoroase de munte se afla Schitul Cioclovina de Jos, ridicat in ajurul anului 1660, avand hramul Sfintii Voievozi, adica Sfintii Arhangheli Mihail si Gavriil. Urmand o poteca marcata cu triunghi rosu, pana la acest schit se face in jur de o ora si jumatate, maxim doua.    De la Cioclovina de Jos, dupa vreo trei kilometri de mers prin padure apare Schitul Cioclovina de Sus, acesta avand hramul Sfantul Prooroc Ilie (dupa ctitorie) si Schimbarea la Fata. Sihastria din varful masivului Cioclovina, ridicata in anul 1714, pare infipta in stanca; aceasta duce pelerinul cu gandul la ""casa a carei temelie este puternic infipta pe stanca"", de care vorbeste Hristos. Nici vremea si nici anii nu au reusit sa inlature acest locas de isihie; tot asa si sufletul zicit pe temelia pusa de Hristos, nimic nu il poate clinti.    Schitul Cioclovina de Sus - scurt istoric  Schitul Cioclovina de Sus, cocotat la altitudinea de 970 de metri, pe impadurita Cioclovina, este ctitoria serdarului Cantacuzino, el fiind ridicat in anul 1714. Intre ctitorii acestuia este mentionat, alaturi egumenul Nicodim, serdarul Patru Obedeanu, vel serdar in vremea lui Stefan Voda Cantacuzino. Pe la inceputul secolului XX, doar deasupra usii interioare, se vedea o inscriptie in piatra, ramasa acolo ca prin minune: ""Aceasta biserica facut-au Nicodim egumenul dimpreuna cu jupan Patru Obedeanu, sardar in zilele lui Stefan Voda, luna octombrie, ziua 20, anul 1714.""",,,,
19712,102892,CL-II-m-B-14722,Călărași,Comuna Frăsinet,Tăriceni,schit,ortodox,M,"Schitul ""Sf. Ierarh Nicolae"" Tăriceni",1828,,Parohia Mănăstirea Tăriceni,Protoieria Lehliu,Episcopia Sloboziei și Călărașilor,Mitropolia Munteniei și Dobrogei,,,,,,
2164,167927,VL-II-m-B-09696,Vâlcea,Orașul Călimănești,Căciulata,schit,ortodox,M,"Schitul ""Sf. Ioan"" de sub Piatră",1602,ruine,Parohia Mihăești I-Căciulata,Protopopiatul Râmnicu Vâlcea,Arhiepiscopia Râmnicului,Mitropolia Olteniei,,,,,,
2251,167721,VL-II-m-B-09781,Vâlcea,Orașul Băile Olănești,Gurguiata,schit,ortodox,M,"Schitul ""Sfântul Ioan Botezătorul"" Bradu",1766,,Parohia Schitul Bradu,,Arhiepiscopia Râmnicului,Mitropolia Olteniei,,"Schitul Bradu a fost construit pe temelia unui schit mai vechi care se numea ""Schitul de sub Râpa Bradului"", despre care aflăm că exista în 1766 și care are hramul „Sfântul Ioan Botezătorul”. Este schit de maici, din 1999 când au fost aduse aici 10 maici, cu viață de obște fiind dotat cu 5 locuri de cazare pentru pelerini.",,,,
2123,167703,VL-II-m-B-09716,Vâlcea,Orașul Băile Olănești,Cheia,schit,ortodox,M,"Schitul ""Sfântul Prooroc Ilie Tesviteanul"" Pahomie",1688,,Parohia schitului Pahomie,,Arhiepiscopia Râmnicului,Mitropolia Olteniei,,"Din pisania actuala a schitului rezultă că întemeietorii sunt Pahomie monahul și Sava Haiducul, în anul 1520, justificându-se numele de Schitul Pahomie de la Izvorul Frumos. După o altă pisanie, acest Pahomie nu ar fi altul decât marele ban Barbu Craiovescu, ctitorul Mânăstirii Bistrița, care în anii 1519-1520, când reclădește Bistrița, dărâmată de tunul lui Mihnea cel Rău în anul 1509, zidește și Schitul Pahomie, în amintirea faptului că la Izvorul Frumos, în pustietatea masivului Buila, în drumul pe care-l caută prin pădure ca sa ajungă la Sibiu, spre a scăpa de urgia lui Mihnea, își găsește salvarea vieții sale și a celor care îl însoțeau în pribegie. Printre prietenii săi se afla căpitanul de oaste Sava, devenit Sava Haiducul, pentru faptul că, zăbovind stăpânul său de mai multă vreme aici, deseori a făcut incursiuni prin localitățile învecinate, pentru a face rost de hrană. Data de 1684 din pisania de astăzi a schitului este presupusă a fi anul în care a avut loc repararea schitului, în același an fiind renovată și Mânăstirea Bistrița de Constantin Brâncoveanu, în calitate de descendent al familiei Craioveștilor.",,,,
17519,92934,IL-II-m-B-14110,Ialomița,Comuna Balaciu,Crăsanii de Jos,schit,ortodox,M,"Schitul Balaciu Piteșteanu - Mănăstirea ""Adormirea Maicii Domnului"" Balaciu","1821-184, reconstruit 1991",religioasă,Parohia Crăsanii de Jos (Crăsani),Protoieria Slobozia,Episcopia Sloboziei și Călărașilor,Mitropolia Munteniei și Dobrogei,,"În jurul anului 1800, boierii Piteșteanu, originari din părțile argeșene, pe moșia numită Piteșteanu sau Pitișteanu, a fost întemeiată biserica satului, cu hramul Adormirea Maicii Domnului, ridicată în locul unui lăcaș mai vechi (amintit de tradiția locală) între anii 1821-1841, ctitorii săi fiind Neacșu Piteșteanu și soția sa, Ecaterina. Lăcașul a fost reparat în anul 1869 de către nora acestora, Maria Piteșteanu, soția fostului ocârmuitor (prefect) al județului Ialomița, Constantin Piteșteanu. După mai multe revărsări ale râului Ialomița, locuitorii satului Piteșteanu sau Balaciu de Jos au hotărât strămutarea satului pe o vatră nouă (la circa 4 km spre nord), în vatra veche biserica rămânând singura construcție. Oficial, Mănăstirea Balaciu a fost întemeiată la 29 mai 1929. Ctitorul mănăstirii a fost P.S.Episcop Gherontie Nicolau (1867-1948), iar așezământul i-a purtat o vreme numele, de la întemeiere și până în anul 1942: Mânăstirea ""Gherontie Episcopul” Balaciu. Din anul 1942, așezământului i s-a schimbat numele în Mănăstirea ""Adormirea Maicii Domnului"" Balaciu, nume păstrat până la desființarea din anul 1961 și reluat odată cu reîntemeierea din anul 1991. Popular, așezământului i s-a zis de către sătenii din împrejurimi, Mănăstirea Piteșteanu. Mănăstirea Balaciu a fost reîntemeiată la 28 august 1991.",,,,
16366,37360,BT-II-a-B-02012,Botoșani,Comuna Frumușica,Storești,schit,ortodox,M,Schitul Balș,sec. XVII,schit de călugări,Schitul Balș,Protopopiatul Botoșani,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,,,
2551,14780,AG-II-m-A-13490,Argeș,Comuna Brăduleț,Brădetu,schit,ortodox,M,Schitul Brădetu,1396,muzeu,Parohia Brădetu,Protopopiatul Curtea de Argeș,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,medie,,
17175,82449,GJ-II-m-B-20269,Gorj,Comuna Tismana,Tismana,schit,ortodox,M,Schitul Cioclovina de Sus,1714,schit,Parohia Schitului Cioclovina de Sus,,Arhiepiscopia Craiovei,Mitropolia Olteniei,,,,,,
2891,18732,AG-II-a-A-13841,Argeș,Comuna Schitu Golești,Valea Pechii,schit,ortodox,M,Schitul Golești,1676,cult,Parohia Valea Pechii,Protopopiatul Câmpulung Muscel,Episcopia Argeșului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
4805,96227,IS-II-m-A-04148.01,Iași,Comuna Ciortești,Deleni,schit,ortodox,M,Schitul Lacuri (Deleni),,,Sihăstria din Codrul Delenilor,,,,,,,,,
