Judet,Localitate,Codpostal
Arad,Honțișor,317149
Arad,Iacobini,317062
Arad,Secaș,317064
Arad,Luncșoara,317181
Arad,Buceava-Șoimuș,317061
Arad,Mădrigești,317063
Arad,Minead,317196
Arad,Nădălbești,317197
Arad,Susani,317198
Arad,Berindia,317066
Arad,Păulian,317068
Arad,Prunișor,315702
Arad,Ignești,317195
Arad,Dulcele,317147
Arad,Valea Mare (Gurahonț),317154
Arad,Zimbru,317156
Arad,Avram Iancu (Vârfurile),317391
Arad,Poiana,317397
Arad,Almaș,317005
Arad,Cil,317006
Arad,Joia Mare,317007
Arad,Rădești,317008
Arad,Cărand,317070
Arad,Chisindia,317080
Arad,Dieci,317115
Arad,Crocna,317117
Arad,Pleșcuța,317260
Arad,Gura Văii,317264
Arad,Rostoci,317266
Arad,Buteni,317065
Arad,Cuied,317067
Arad,Dezna,317110
Arad,Buhani,317111
Arad,Laz,317112
Arad,Neagra,317113
Arad,Slatina de Criș,317114
Arad,Gurahonț,317145
Arad,Bonțești,317146
Arad,Iosaș,317151
Arad,Mustești,317152
Arad,Hălmagiu,317160
Arad,Bănești,317161
Arad,Bodești,317162
Arad,Brusturi,317163
Arad,Cristești,317164
Arad,Ionești,317166
Arad,Leasa,317167
Arad,Leștioara,317168
Arad,Poienari,317169
Arad,Tisa,317171
Arad,Țărmure,317172
Arad,Hălmăgel,317180
Arad,Sârbi,317182
Arad,Târnăvița,317183
Arad,Țohești,317184
Arad,Moneasa,317220
Arad,Rănușa,317221
Arad,Sebiș,315700
Arad,Donceni,315701
Arad,Sălăjeni,315703
Arad,Vârfurile,317390
Arad,Vidra,317398
Caraș-Severin,Bănia,327010
Caraș-Severin,Borlovenii Noi,327306
Caraș-Severin,Cănicea,327186
Caraș-Severin,Domașnea,327185
Caraș-Severin,Gârbovăț,327011
Caraș-Severin,Globurău,327271
Caraș-Severin,Lăpușnicel,327240
Caraș-Severin,Lăpușnicu Mare,327245
Caraș-Severin,Luncavița,327250
Caraș-Severin,Mehadica,327275
Caraș-Severin,Moceriș,327246
Caraș-Severin,Pârvova,327241
Caraș-Severin,Borlovenii Vechi,327307
Caraș-Severin,Pătaș,327308
Caraș-Severin,Globu Craiovei,327236
Caraș-Severin,Petnic,327237
Caraș-Severin,Plugova,327272
Caraș-Severin,Prilipeț,327042
Caraș-Severin,Ravensca,327374
Caraș-Severin,Cârșa Roșie,327371
Caraș-Severin,Stăncilova,327377
Caraș-Severin,Urcu,327378
Caraș-Severin,Valea Roșie,327381
Caraș-Severin,Șopotu Nou,327370
Caraș-Severin,Driștie,327372
Caraș-Severin,Poienile Boinei,327373
Caraș-Severin,Răchita,327376
Caraș-Severin,Valea Răchitei,327379
Caraș-Severin,Șopotu Vechi,327172
Caraș-Severin,Șumița,327242
Caraș-Severin,Valea Bolvașnița,327273
Caraș-Severin,Verendin,327251
Caraș-Severin,Cornea,327105
Caraș-Severin,Macoviște (Cornea),327108
Caraș-Severin,Cornereva,327110
Caraș-Severin,Cireșel,327117
Caraș-Severin,Izvor,327131
Caraș-Severin,Dalboșeț,327165
Caraș-Severin,Bârz,327166
Caraș-Severin,Boina,327167
Caraș-Severin,Boinița,327168
Caraș-Severin,Prislop (Dalboșeț),327169
Caraș-Severin,Reșița Mică,327171
Caraș-Severin,Eftimie Murgu,327190
Caraș-Severin,Iablanița,327235
Caraș-Severin,Mehadia,327270
Caraș-Severin,Prigor,327305
Caraș-Severin,Putna,327309
Caraș-Severin,Băile Herculane,325200
Caraș-Severin,Pecinișca,325201
Caraș-Severin,Bozovici,327040
Caraș-Severin,Poneasca,327041
Caraș-Severin,Valea Minișului,327043
Caraș-Severin,Topleț,327400
Caraș-Severin,Bârza,327401
Caraș-Severin,Băuțar,327015
Caraș-Severin,Bolvașnița,327035
Caraș-Severin,Vârciorova,327036
Caraș-Severin,Borlova,327406
Caraș-Severin,Bucoșnița,327060
Caraș-Severin,Goleț,327061
Caraș-Severin,Bucova,327016
Caraș-Severin,Copăcele,327100
Caraș-Severin,Ruginosu,327102
Caraș-Severin,Cornuțel,327296
Caraș-Severin,Apadia,327046
Caraș-Severin,Delinești,327297
Caraș-Severin,Feneș,327006
Caraș-Severin,Plopu,327007
Caraș-Severin,Glimboca,327220
Caraș-Severin,Ilova,327361
Caraș-Severin,Jupa,325401
Caraș-Severin,Marga,327260
Caraș-Severin,Vama Marga,327261
Caraș-Severin,Măru,327438
Caraș-Severin,Ohaba-Mâtnic,327101
Caraș-Severin,Păltiniș,327295
Caraș-Severin,Ohabița,327298
Caraș-Severin,Rugi,327299
Caraș-Severin,Petroșnița,327062
Caraș-Severin,Vălișoara,327063
Caraș-Severin,Poiana Mărului,327439
Caraș-Severin,Rusca,327391
Caraș-Severin,Voislova,327442
Caraș-Severin,Prisaca,327096
Caraș-Severin,Zăgujeni,327097
Caraș-Severin,Zervești,327409
Caraș-Severin,Zorile,327103
Caraș-Severin,Armeniș,327005
Caraș-Severin,Sat Bătrân,327008
Caraș-Severin,Sub Margine,327009
Caraș-Severin,Buchin,327055
Caraș-Severin,Prisian,327058
Caraș-Severin,Valea Timișului,327059
Caraș-Severin,Constantin Daicoviciu,327090
Caraș-Severin,Căvăran,327091
Caraș-Severin,Rusca Montană,327320
Caraș-Severin,Sacu,327325
Caraș-Severin,Slatina-Timiș,327360
Caraș-Severin,Sadova Nouă,327362
Caraș-Severin,Sadova Veche,327363
Caraș-Severin,Turnu Ruieni,327405
Caraș-Severin,Zăvoi,327435
Caraș-Severin,23 August,327436
Caraș-Severin,Valea Bistrei,327441
Caraș-Severin,Caransebeș,325400
Caraș-Severin,Obreja,327285
Caraș-Severin,Ciuta,327286
Caraș-Severin,Iaz,327287
Caraș-Severin,Var,327288
Caraș-Severin,Oțelu Roșu,325700
Caraș-Severin,Cireșa,325701
Caraș-Severin,Mal,325702
Caraș-Severin,Teregova,327390
Caraș-Severin,Agadici,325601
Caraș-Severin,Berliște,327020
Caraș-Severin,Broșteni,325603
Caraș-Severin,Calina,327181
Caraș-Severin,Câmpia,327367
Caraș-Severin,Pârneaura,327368
Caraș-Severin,Cărbunari,327070
Caraș-Severin,Ciclova Montană,325604
Caraș-Severin,Ciclova Română,327075
Caraș-Severin,Ciudanovița,327085
Caraș-Severin,Coronini,327160
Caraș-Severin,Sfânta Elena,327161
Caraș-Severin,Gârnic,327215
Caraș-Severin,Gornea,327344
Caraș-Severin,Greoni,327231
Caraș-Severin,Ilidia,327076
Caraș-Severin,Lescovița,327281
Caraș-Severin,Iam,327021
Caraș-Severin,Milcoveni,327022
Caraș-Severin,Naidăș,327280
Caraș-Severin,Moldovița,325502
Caraș-Severin,Padina Matei,327216
Caraș-Severin,Brădișoru de Jos,325602
Caraș-Severin,Răchitova,325606
Caraș-Severin,Rusova Nouă,327023
Caraș-Severin,Rusova Veche,327024
Caraș-Severin,Secășeni,327397
Caraș-Severin,Bogodinț,327331
Caraș-Severin,Slatina-Nera,327334
Caraș-Severin,Socol,327365
Caraș-Severin,Baziaș,327366
Caraș-Severin,Știnăpari,327071
Caraș-Severin,Vrani,327430
Caraș-Severin,Ciortea,327431
Caraș-Severin,Zlatița,327445
Caraș-Severin,Belobreșca,327301
Caraș-Severin,Divici,327302
Caraș-Severin,Berzasca,327025
Caraș-Severin,Drencova,327028
Caraș-Severin,Ciuchici,327080
Caraș-Severin,Forotic,327210
Caraș-Severin,Brezon,327211
Caraș-Severin,Grădinari,327230
Caraș-Severin,Liubcova,327029
Caraș-Severin,Răcășdia,327315
Caraș-Severin,Sasca Montană,327330
Caraș-Severin,Sasca Română,327333
Caraș-Severin,Sichevița,327335
Caraș-Severin,Ticvaniu Mare,327395
Caraș-Severin,Vărădia,327420
Caraș-Severin,Anina,325100
Caraș-Severin,Moldova Nouă,325500
Caraș-Severin,Moldova Veche,325550
Caraș-Severin,Oravița,325600
Caraș-Severin,Radimna,327303
Caraș-Severin,Șușca,327304
Caraș-Severin,Pojejena,327300
Caraș-Severin,Brebu,327045
Caraș-Severin,Valeadeni,327047
Caraș-Severin,Câlnic,320001
Caraș-Severin,Clocotici,327256
Caraș-Severin,Doclin,327175
Caraș-Severin,Doman,320003
Caraș-Severin,Ezeriș,327195
Caraș-Severin,Gârliște,327226
Caraș-Severin,Brebu Nou,327050
Caraș-Severin,Gărâna,327051
Caraș-Severin,Lupac,327255
Caraș-Severin,Moniom,320004
Caraș-Severin,Cuptoare (Reșița),320002
Caraș-Severin,Secu,320005
Caraș-Severin,Soceni,327196
Caraș-Severin,Târnova,327385
Caraș-Severin,Bratova,327386
Caraș-Severin,Zorlențu Mare,327450
Caraș-Severin,Zorlencior,327451
Caraș-Severin,Berzovia,327030
Caraș-Severin,Carașova,327065
Caraș-Severin,Iabalcea,327066
Caraș-Severin,Nermed,327067
Caraș-Severin,Dognecea,327180
Caraș-Severin,Fârliug,327200
Caraș-Severin,Dezești,327201
Caraș-Severin,Duleu,327202
Caraș-Severin,Remetea-Pogănici,327203
Caraș-Severin,Scăiuș,327204
Caraș-Severin,Valea Mare,327206
Caraș-Severin,Măureni,327265
Caraș-Severin,Ocna de Fier,327290
Caraș-Severin,Ramna,327310
Caraș-Severin,Bărbosu,327311
Caraș-Severin,Valeapai,327312
Caraș-Severin,Văliug,327415
Caraș-Severin,Vermeș,327425
Caraș-Severin,Ersig,327426
Caraș-Severin,Bocșa,325300
Caraș-Severin,Țerova,320006
Caraș-Severin,Steierdorf,325150
Hunedoara,Abucea,337216
Hunedoara,Grind,337284
Hunedoara,Teiu,337291
Hunedoara,Almașu Sec,337176
Hunedoara,Cozia,337178
Hunedoara,Bârsău,337267
Hunedoara,Băița,337045
Hunedoara,Căinelu de Sus,337047
Hunedoara,Bătrâna,337070
Hunedoara,Fața Roșie,337071
Hunedoara,Piatra,337072
Hunedoara,Răchițaua,337073
Hunedoara,Blăjeni,337085
Hunedoara,Sălătruc,337093
Hunedoara,Blăjeni-Vulcan,337086
Hunedoara,Plai,337091
Hunedoara,Boiu de Jos,337246
Hunedoara,Boiu de Sus,337247
Hunedoara,Cărmăzănești,337248
Hunedoara,Dănulești,337252
Hunedoara,Brănișca,337105
Hunedoara,Bretea Mureșană,337273
Hunedoara,Bucureșci,337145
Hunedoara,Bulzeștii de Jos,337151
Hunedoara,Grohot,337153
Hunedoara,Tomnatec,337159
Hunedoara,Bulzeștii de Sus,337150
Hunedoara,Giurgești,337152
Hunedoara,Păulești,337154
Hunedoara,Rusești,337156
Hunedoara,Stănculești,337157
Hunedoara,Ticera,337158
Hunedoara,Burjuc,337165
Hunedoara,Tătărăști,337169
Hunedoara,Cârjiți,337175
Hunedoara,Chergheș,337177
Hunedoara,Popești,337179
Hunedoara,Criș,337087
Hunedoara,Dragu-Brad,337088
Hunedoara,Groșuri,337089
Hunedoara,Reț,337092
Hunedoara,Crișan,337401
Hunedoara,Ribicioara,337404
Hunedoara,Curechiu,337146
Hunedoara,Dumbrava de Jos,337402
Hunedoara,Dumbrava de Sus,337403
Hunedoara,Fintoag,337283
Hunedoara,Ohaba,337289
Hunedoara,Căinelu de Jos,337456
Hunedoara,Fornădia,337458
Hunedoara,Sulighete,337461
Hunedoara,Hărău,337265
Hunedoara,Chimindia,337268
Hunedoara,Hărțăgani,337051
Hunedoara,Baștea,337281
Hunedoara,Cosești,337282
Hunedoara,Holdea,337286
Hunedoara,Lăpugiu de Jos,337280
Hunedoara,Lăpugiu de Sus,337287
Hunedoara,Leșnic,337531
Hunedoara,Barbura,337046
Hunedoara,Fizeș,337049
Hunedoara,Lunca (Băița),337052
Hunedoara,Dudești,337311
Hunedoara,Luncoiu de Sus,337312
Hunedoara,Făgețel,337218
Hunedoara,Mihăiești,337221
Hunedoara,Mintia,337532
Hunedoara,Nojag,337196
Hunedoara,Podele,337313
Hunedoara,Stejărel,337314
Hunedoara,Pojoga,337561
Hunedoara,Sălciva,337562
Hunedoara,Rapoltu Mare,337365
Hunedoara,Rapolțel,337369
Hunedoara,Bujoru,337217
Hunedoara,Rădulești (Stâncești),337224
Hunedoara,Stâncești,337227
Hunedoara,Stâncești-Ohaba,337228
Hunedoara,Ribița,337400
Hunedoara,Uibărești,337406
Hunedoara,Baldovin,337006
Hunedoara,Rișculița,337012
Hunedoara,Panc,337222
Hunedoara,Panc-Săliște,337223
Hunedoara,Roșcani,337226
Hunedoara,Merișor (Bucureșci),337147
Hunedoara,Rovina (Bucureșci),337148
Hunedoara,Sântandrei,335903
Hunedoara,Șăulești,335905
Hunedoara,Archia,330001
Hunedoara,Sântuhalm,330004
Hunedoara,Sârbi,337278
Hunedoara,Valea Lungă,337279
Hunedoara,Dumești,337543
Hunedoara,Luncșoara,337544
Hunedoara,Simeria Veche,335904
Hunedoara,Totia,337043
Hunedoara,Șesuri,337149
Hunedoara,Șoimuș,337450
Hunedoara,Tisa,337171
Hunedoara,Lăsău,337288
Hunedoara,Tomești,337470
Hunedoara,Livada,337473
Hunedoara,Șteia,337476
Hunedoara,Vărmaga,337199
Hunedoara,Valea Poienii,337546
Hunedoara,Visca,337547
Hunedoara,Almaș-Săliște,337551
Hunedoara,Almășel,337552
Hunedoara,Brășeu,337553
Hunedoara,Cerbia,337554
Hunedoara,Deleni,337556
Hunedoara,Micănești,337558
Hunedoara,Pogănești,337559
Hunedoara,Valea,337564
Hunedoara,Vorța,337540
Hunedoara,Certeju de Jos,337541
Hunedoara,Coaja,337542
Hunedoara,Cărpiniș,335902
Hunedoara,Uroi,335906
Hunedoara,Banpotoc,337266
Hunedoara,Boia Bârzii,337526
Hunedoara,Muncelu Mare,337533
Hunedoara,Muncelu Mic,337534
Hunedoara,Runcu Mic,337536
Hunedoara,Dobroț,337471
Hunedoara,Leauț,337472
Hunedoara,Obârșa,337474
Hunedoara,Tiulești,337477
Hunedoara,Valea Mare de Criș,337478
Hunedoara,Bârcea Mare,335901
Hunedoara,Bârcea Mică,330002
Hunedoara,Cristur,330003
Hunedoara,Dobra,337215
Hunedoara,Lăpușnic,337219
Hunedoara,Stretea,337229
Hunedoara,Gurasada,337245
Hunedoara,Câmpuri de Sus,337249
Hunedoara,Câmpuri-Surduc,337251
Hunedoara,Gothatea,337253
Hunedoara,Runcșor,337254
Hunedoara,Ulieș,337256
Hunedoara,Vica,337257
Hunedoara,Luncoiu de Jos,337310
Hunedoara,Vălișoara,337520
Hunedoara,Dealu Mare,337521
Hunedoara,Vețel,337525
Hunedoara,Baia de Criș,337005
Hunedoara,Căraci,337007
Hunedoara,Rișca,337011
Hunedoara,Țebea,337013
Hunedoara,Brad,335200
Hunedoara,Mesteacăn (Brad),335201
Hunedoara,Ruda-Brad,335203
Hunedoara,Țărățel,335204
Hunedoara,Buceș,337135
Hunedoara,Buceș-Vulcan,337136
Hunedoara,Mihăileni,337139
Hunedoara,Stănija,337141
Hunedoara,Certeju de Sus,337190
Hunedoara,Bocșa Mare,337191
Hunedoara,Bocșa Mică,337192
Hunedoara,Hondol,337193
Hunedoara,Măgura-Toplița,337194
Hunedoara,Săcărâmb,337197
Hunedoara,Crișcior,337200
Hunedoara,Barza,337201
Hunedoara,Valea Arsului,337202
Hunedoara,Zdrapți,337203
Hunedoara,Geoagiu-Băi,335450
Hunedoara,Ilia,337270
Hunedoara,Brâznic,337272
Hunedoara,Dumbrăvița,337276
Hunedoara,Săcămaș,337277
Hunedoara,Simeria,335900
Hunedoara,Hășdat,331003
Hunedoara,Răcăștia,331005
Hunedoara,Almașu Mic,337336
Hunedoara,Mănerău,337342
Hunedoara,Batiz,335301
Hunedoara,Petreni,337041
Hunedoara,Băcia,337040
Hunedoara,Tâmpa,337042
Hunedoara,Boița,337371
Hunedoara,Ciula Mare,337372
Hunedoara,Boș,331001
Hunedoara,Groș,331002
Hunedoara,Călanu Mic,335302
Hunedoara,Sâncrai,335307
Hunedoara,Sântămăria de Piatră,335308
Hunedoara,Cernișoara Florese,337162
Hunedoara,Vălari,337488
Hunedoara,Chitid,337098
Hunedoara,Ocolișu Mic,337333
Hunedoara,Cinciș-Cerna,337466
Hunedoara,Ciula Mică,337373
Hunedoara,Vălioara,337377
Hunedoara,Clopotiva,337382
Hunedoara,Coroiești,337421
Hunedoara,Râu Alb,337428
Hunedoara,Râu Mic,337429
Hunedoara,Densuș,337205
Hunedoara,Hățăgel,337207
Hunedoara,Fizești,337348
Hunedoara,Galați,337349
Hunedoara,Bercu,337117
Hunedoara,Covragiu,337119
Hunedoara,Gânțaga,337121
Hunedoara,Vâlcelele Bune,337128
Hunedoara,General Berthelot,337235
Hunedoara,Crăguiș,337236
Hunedoara,Livezi,337238
Hunedoara,Lelese,337295
Hunedoara,Cerișor,337296
Hunedoara,Lunca Cernii de Jos,337300
Hunedoara,Negoiu,337307
Hunedoara,Valea Babii,337308
Hunedoara,Gura Bordului,337303
Hunedoara,Lunca Cernii de Sus,337304
Hunedoara,Ciumița,337301
Hunedoara,Fântâna,337302
Hunedoara,Meria,337306
Hunedoara,Nădăștia de Jos,335304
Hunedoara,Nădăștia de Sus,335305
Hunedoara,Ocolișu Mare,337123
Hunedoara,Ruși,337126
Hunedoara,Ohaba de sub Piatră,337424
Hunedoara,Sălașu de Jos,337431
Hunedoara,Zăvoi,337432
Hunedoara,Grid,335303
Hunedoara,Ohaba Streiului,335306
Hunedoara,Peșteana,337208
Hunedoara,Peștenița,337209
Hunedoara,Peștișu Mare,331004
Hunedoara,Vadu Dobrii,337164
Hunedoara,Poiana Răchițelii,337184
Hunedoara,Bunila,337160
Hunedoara,Alun (Bunila),337161
Hunedoara,Poienița Voinii,337163
Hunedoara,Răchitova,337370
Hunedoara,Gotești,337374
Hunedoara,Mesteacăn (Răchitova),337376
Hunedoara,Ruda,337243
Hunedoara,Runcu Mare,337297
Hunedoara,Sohodol,337298
Hunedoara,Băiești,337346
Hunedoara,Rușor,337356
Hunedoara,Săcel,337446
Hunedoara,Sânpetru,337447
Hunedoara,Silvașu de Jos,335502
Hunedoara,Silvașu de Sus,335503
Hunedoara,Șerel,337357
Hunedoara,Criva,337206
Hunedoara,Poieni (Densuș),337211
Hunedoara,Ștei,337212
Hunedoara,Toplița,337480
Hunedoara,Curpenii Silvașului,337481
Hunedoara,Dăbâca,337482
Hunedoara,Dealu Mic,337483
Hunedoara,Goleș,337484
Hunedoara,Hășdău,337486
Hunedoara,Mosoru,337487
Hunedoara,Totești,337490
Hunedoara,Copaci,337492
Hunedoara,Păclișa,337493
Hunedoara,Reea,337494
Hunedoara,Fărcădin,337237
Hunedoara,Tuștea,337239
Hunedoara,Pestișu Mic,337335
Hunedoara,Josani,337341
Hunedoara,Nandru,337343
Hunedoara,Valea Nandrului,337344
Hunedoara,Cerbăl,337180
Hunedoara,Feregi,337182
Hunedoara,Merișoru de Munte,337183
Hunedoara,Poienița Tomii,337186
Hunedoara,Socet,337187
Hunedoara,Arănieș,337181
Hunedoara,Ulm,337188
Hunedoara,Ciulpăz,337337
Hunedoara,Cutin,337338
Hunedoara,Dumbrava,337339
Hunedoara,Boșorod,337095
Hunedoara,Bobaia,337097
Hunedoara,Bretea Română,337115
Hunedoara,Bățălar,337116
Hunedoara,Vâlcele,337127
Hunedoara,Vâlceluța,337129
Hunedoara,Sântămăria-Orlea,337440
Hunedoara,Balomir,337441
Hunedoara,Bărăștii Hațegului,337442
Hunedoara,Ciopeia,337444
Hunedoara,Vadu,337449
Hunedoara,Sarmizegetusa,337415
Hunedoara,Breazova,337416
Hunedoara,Hobița-Grădiște,337417
Hunedoara,Păucinești,337418
Hunedoara,Zeicani,337419
Hunedoara,Baru,337035
Hunedoara,Livadia,337036
Hunedoara,Petros,337037
Hunedoara,Valea Lupului,337038
Hunedoara,Crivadia,337066
Hunedoara,Merișor (Bănița),337067
Hunedoara,Călan,335300
Hunedoara,Strei,335309
Hunedoara,Strei-Săcel,335310
Hunedoara,Streisângeorgiu,335311
Hunedoara,Valea Sângeorgiului,335312
Hunedoara,Ghelari,337240
Hunedoara,Plop,337242
Hunedoara,Hațeg,335500
Hunedoara,Nălațvad,335501
Hunedoara,Pui,337345
Hunedoara,Hobița,337351
Hunedoara,Râu Bărbat,337354
Hunedoara,Uric,337358
Hunedoara,Râu de Mori,337380
Hunedoara,Brazi,337381
Hunedoara,Ostrov,337384
Hunedoara,Ostrovel,337386
Hunedoara,Ostrovu Mic,337387
Hunedoara,Suseni,337389
Hunedoara,Sălașu de Sus,337420
Hunedoara,Mălăiești,337422
Hunedoara,Paroș,337426
Hunedoara,Peștera (Sălașu de Sus),337427
Hunedoara,Teliucu Inferior,337465
Hunedoara,Izvoarele,337467
Hunedoara,Teliucu Superior,337468
Hunedoara,Aurel Vlaicu,335401
Hunedoara,Beriu,337075
Hunedoara,Sereca,337082
Hunedoara,Băcâia,335402
Hunedoara,Bozeș,335403
Hunedoara,Căstău,337076
Hunedoara,Cigmău,335404
Hunedoara,Dâncu Mare,337316
Hunedoara,Dâncu Mic,337317
Hunedoara,Tămășasa,337321
Hunedoara,Turmaș,337322
Hunedoara,Gelmar,335405
Hunedoara,Grădiștea de Munte,337329
Hunedoara,Homorod,335406
Hunedoara,Mermezeu-Văleni,335407
Hunedoara,Văleni (Geoagiu),335409
Hunedoara,Mărtinești,337315
Hunedoara,Jeledinți,337318
Hunedoara,Măgura,337319
Hunedoara,Mada,337021
Hunedoara,Stăuini,337027
Hunedoara,Pricaz,337496
Hunedoara,Renghet,335408
Hunedoara,Pișchinți,337412
Hunedoara,Vaidei,337414
Hunedoara,Bunești,337018
Hunedoara,Galbina,337019
Hunedoara,Roșia,337026
Hunedoara,Vălișoara (Balșa),337029
Hunedoara,Voia,337031
Hunedoara,Orăștioara de Sus,337325
Hunedoara,Ludeștii de Jos,337331
Hunedoara,Romos,337410
Hunedoara,Geoagiu,335400
Hunedoara,Orăștie,335700
Hunedoara,Vața de Jos,337500
Hunedoara,Basarabasa,337501
Hunedoara,Birtin,337502
Hunedoara,Prihodiște (Vața de Jos),337511
Hunedoara,Tătărăștii de Criș,337512
Hunedoara,Târnava de Criș,337513
Hunedoara,Glodghilești,337167
Hunedoara,Zam,337550
Hunedoara,Tămășești,337563
Hunedoara,Bănița,337065
Hunedoara,Aninoasa,335100
Hunedoara,Iscroni,335101
Hunedoara,Jiu-Paroșeni,336250
Hunedoara,Lupeni,335600
Hunedoara,Petrila,335800
Hunedoara,Cimpa,335801
Hunedoara,Jieț,335802
Hunedoara,Răscoala,335803
Hunedoara,Tirici,335804
Hunedoara,Dâlja Mare,332001
Hunedoara,Dâlja Mică,332002
Hunedoara,Peștera (Petroșani),332003
Hunedoara,Slătinioara,332004
Hunedoara,Uricani,336100
Hunedoara,Câmpu lui Neag,336101
Hunedoara,Valea de Brazi,336102
Hunedoara,Vulcan,336200
Hunedoara,Dealu Babii,336201
Timiș,Cerna,307246
Timiș,Berini,307356
Timiș,Butin,307188
Timiș,Percosova,307191
Timiș,Duboz,307297
Timiș,Cadăr,307431
Timiș,Cebza,307111
Timiș,Cruceni,307176
Timiș,Dejan,307281
Timiș,Gaiu Mic,307282
Timiș,Ghilad,307113
Timiș,Grănicerii,307216
Timiș,Ivanda,307227
Timiș,Lățunaș,307234
Timiș,Macedonia,307114
Timiș,Obad,307116
Timiș,Opatița,305201
Timiș,Pădureni,307236
Timiș,Petroman,307117
Timiș,Soca,307016
Timiș,Stamora Germană,307283
Timiș,Șemlacu Mare,307194
Timiș,Șemlacu Mic,307196
Timiș,Șipet,307432
Timiș,Berecuța,307186
Timiș,Birda,307187
Timiș,Mânăstire,307189
Timiș,Denta,307145
Timiș,Foeni,307175
Timiș,Giera,307215
Timiș,Giulvăz,307225
Timiș,Jamu Mare,307230
Timiș,Gherman,307233
Timiș,Livezile,307012
Timiș,Nițchidorf,307295
Timiș,Blajova,307296
Timiș,Gad,307112
Timiș,Crai Nou,307226
Timiș,Rudna,307228
Timiș,Sacoșu Turcesc,307355
Timiș,Icloda,307357
Timiș,Otvești,307358
Timiș,Tormac,307430
Timiș,Voiteg,307470
Timiș,Banloc,307010
Timiș,Ciacova,307110
Timiș,Deta,305200
Timiș,Gătaia,307185
Timiș,Sculia,307193
Timiș,Jebel,307235
Timiș,Liebling,307245
Timiș,Moravița,307280
Timiș,Bârna,307025
Timiș,Pogănești,307031
Timiș,Breazova,307261
Timiș,Cliciova,307052
Timiș,Nevrincea,307056
Timiș,Criciova,307130
Timiș,Cireșu,307131
Timiș,Cireșu Mic,307132
Timiș,Crivina,307291
Timiș,Crivina de Sus,307321
Timiș,Fărășești,307322
Timiș,Drăgoiești,307332
Timiș,Ficătar,307333
Timiș,Herendești,307461
Timiș,Petroasa Mare,307464
Timiș,Hezeriș,307126
Timiș,Valea Lungă Română,307129
Timiș,Hitiaș,307334
Timiș,Honorici,307462
Timiș,Pădureni (Victor Vlad Delamarina),307463
Timiș,Jdioara,307133
Timiș,Botești,307026
Timiș,Drinova,307028
Timiș,Jurești,307029
Timiș,Leucușești,307054
Timiș,Lugojel,307182
Timiș,Măguri,305501
Timiș,Tapia,305502
Timiș,Ohaba Lungă,307300
Timiș,Ohaba Română,307303
Timiș,Ohaba-Forgaci,307082
Timiș,Dragomirești,307401
Timiș,Oloșag,307402
Timiș,Pădurani,307276
Timiș,Remetea-Luncă,307277
Timiș,Topla,307278
Timiș,Poieni,307323
Timiș,Răchita,307157
Timiș,Românești,307416
Timiș,Sacoșu Mare,307142
Timiș,Sârbova,307336
Timiș,Botinești,307027
Timiș,Sărăzani,307032
Timiș,Sinersig,307083
Timiș,Jupani,307436
Timiș,Sudriaș,307438
Timiș,Susani,307441
Timiș,Săceni,307437
Timiș,Surducu Mic,307439
Timiș,Știuca,307400
Timiș,Zgribești,307403
Timiș,Traian Vuia,307435
Timiș,Păru,307127
Timiș,Țipari,307128
Timiș,Dobrești,307021
Timiș,Lăpușnic,307022
Timiș,Rădmănești,307023
Timiș,Spata,307024
Timiș,Bătești,305301
Timiș,Brănești,305304
Timiș,Jupânești,305308
Timiș,Bichigi,305303
Timiș,Bunea Mare,305305
Timiș,Bunea Mică,305306
Timiș,Povârgina,305309
Timiș,Gladna Montană,307167
Timiș,Gladna Română,307168
Timiș,Zolt,307172
Timiș,Pietroasa,307320
Timiș,Secaș,307390
Timiș,Checheș,307391
Timiș,Crivobara,307392
Timiș,Vizma,307393
Timiș,Victor Vlad Delamarina,307460
Timiș,Pini,307466
Timiș,Visag,307467
Timiș,Balinț,307005
Timiș,Belinț,307045
Timiș,Gruni,307048
Timiș,Bethausen,307050
Timiș,Boldur,307080
Timiș,Jabăr,307081
Timiș,Chizătău,307047
Timiș,Coșteiu,307125
Timiș,Curtea,307135
Timiș,Darova,307140
Timiș,Hodoș (Darova),307141
Timiș,Dumbrava,307155
Timiș,Fârdea,307165
Timiș,Hăuzești,307169
Timiș,Gavojdia,307180
Timiș,Ghizela,307205
Timiș,Hisiaș,307206
Timiș,Mănăștiur,307275
Timiș,Racovița,307330
Timiș,Făget,305300
Timiș,Begheiu Mic,305302
Timiș,Colonia Mică,305307
Timiș,Temerești,305310
Timiș,Lugoj,305500
Timiș,Margina,307260
Timiș,Coșteiu de Sus,307264
Timiș,Nemeșești,307267
Timiș,Sintești,307268
Timiș,Zorani,307269
Timiș,Nădrag,307290
Timiș,Tomești,307410
Timiș,Colonia Fabricii,307412
Timiș,Bărăteaz,307366
Timiș,Comloșu Mic,307121
Timiș,Hodoni,307367
Timiș,Nerău,307406
Timiș,Beba Veche,307035
Timiș,Bulgăruș,307241
Timiș,Cheglevici,307151
Timiș,Colonia Bulgară,307152
Timiș,Gelu,307456
Timiș,Gottlob,307251
Timiș,Grabaț,307242
Timiș,Igriș,307386
Timiș,Lenauheim,307240
Timiș,Pesac,307316
Timiș,Sânpetru Mare,307385
Timiș,Saravale,307387
Timiș,Vălcani,307153
Timiș,Biled,307060
